[dotenv@17.0.1] injecting env (9) from .env – [tip] encrypt with dotenvx: https://dotenvx.com
TalkDeck server running on port 3001
Connected to SQLite database
::1 - - [05/Jul/2025:16:21:15 +0000] "GET /js/app.js HTTP/1.1" 304 - "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
::1 - - [05/Jul/2025:16:21:15 +0000] "POST /api/nda/demo/verify HTTP/1.1" 200 154 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
::1 - - [05/Jul/2025:16:21:15 +0000] "POST /api/chat/start HTTP/1.1" 200 588 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
::1 - - [05/Jul/2025:16:21:48 +0000] "GET /deck/demo HTTP/1.1" 304 - "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
::1 - - [05/Jul/2025:16:21:48 +0000] "GET /css/styles.css HTTP/1.1" 304 - "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
::1 - - [05/Jul/2025:16:21:48 +0000] "GET /js/signature-pad.js HTTP/1.1" 304 - "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
::1 - - [05/Jul/2025:16:21:48 +0000] "GET /js/app.js HTTP/1.1" 304 - "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
::1 - - [05/Jul/2025:16:21:48 +0000] "POST /api/nda/demo/verify HTTP/1.1" 200 154 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
::1 - - [05/Jul/2025:16:21:48 +0000] "POST /api/chat/start HTTP/1.1" 200 588 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
::1 - - [05/Jul/2025:16:21:55 +0000] "GET /deck/demo HTTP/1.1" 200 6402 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Safari/605.1.15"
::1 - - [05/Jul/2025:16:29:04 +0000] "GET /api/nda/demo HTTP/1.1" 200 11490 "-" "curl/8.7.1"
::1 - - [05/Jul/2025:19:29:28 +0000] "GET /deck/demo HTTP/1.1" 200 6402 "-" "curl/8.7.1"
::1 - - [05/Jul/2025:19:31:32 +0000] "GET /deck/demo HTTP/1.1" 200 6402 "-" "curl/8.7.1"
::1 - - [05/Jul/2025:20:49:34 +0000] "GET /deck/demo HTTP/1.1" 200 6402 "-" "curl/8.7.1"
::1 - - [05/Jul/2025:23:26:46 +0000] "GET /deck/demo HTTP/1.1" 304 - "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Safari/605.1.15"
::1 - - [05/Jul/2025:23:29:20 +0000] "HEAD /css/styles.css HTTP/1.1" 200 9025 "-" "curl/8.7.1"
::1 - - [05/Jul/2025:23:30:37 +0000] "GET /deck/demo HTTP/1.1" 200 6402 "-" "curl/8.7.1"
::1 - - [05/Jul/2025:23:35:22 +0000] "GET /deck/demo HTTP/1.1" 304 - "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
::1 - - [05/Jul/2025:23:35:22 +0000] "GET /css/styles.css HTTP/1.1" 304 - "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
::1 - - [05/Jul/2025:23:35:22 +0000] "GET /js/signature-pad.js HTTP/1.1" 304 - "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
::1 - - [05/Jul/2025:23:35:22 +0000] "GET /js/app.js HTTP/1.1" 304 - "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
::1 - - [05/Jul/2025:23:35:22 +0000] "POST /api/nda/demo/verify HTTP/1.1" 200 154 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
::1 - - [05/Jul/2025:23:35:22 +0000] "POST /api/chat/start HTTP/1.1" 200 588 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
::1 - - [05/Jul/2025:23:36:21 +0000] "POST /api/chat/8fa5c1ff-7cec-454c-9276-544b322a61ec/message HTTP/1.1" 200 1371 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
::1 - - [05/Jul/2025:23:39:44 +0000] "GET /deck/demo HTTP/1.1" 304 - "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
::1 - - [05/Jul/2025:23:39:44 +0000] "GET /css/styles.css HTTP/1.1" 304 - "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
::1 - - [05/Jul/2025:23:39:44 +0000] "GET /js/app.js HTTP/1.1" 304 - "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
::1 - - [05/Jul/2025:23:39:44 +0000] "GET /js/signature-pad.js HTTP/1.1" 304 - "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
::1 - - [05/Jul/2025:23:39:44 +0000] "POST /api/nda/demo/verify HTTP/1.1" 200 154 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
::1 - - [05/Jul/2025:23:39:44 +0000] "POST /api/chat/start HTTP/1.1" 200 588 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
::1 - - [05/Jul/2025:23:43:54 +0000] "GET /deck/demo HTTP/1.1" 304 - "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
